Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,ingested_at,days_to_ship,Order_Date_Parsed,Year,Month,Year_Month,Quarter,Actual_Date,Total_Sales,Month_Num
9510,CA-2014-149104,2014-04-05,2014-04-07,Second Class,RD-19900,Ruben Dartt,Consumer,United States,Dearborn Heights,Michigan,48127,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,689.82,6,0.0,20.69,2026-05-07 14:00:30.613507,2,2014-04-05,2014,Apr,2014-04,2,2014-04-01,770.61,4
3879,CA-2014-151001,2014-04-05,2014-04-07,First Class,JG-15805,John Grady,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",49.63,4,0.2,3.72,2026-05-07 14:00:30.613507,2,2014-04-05,2014,Apr,2014-04,2,2014-04-01,101.73,4
3880,CA-2014-151001,2014-04-05,2014-04-07,First Class,JG-15805,John Grady,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,52.1,4,0.2,3.91,2026-05-07 14:00:30.613507,2,2014-04-05,2014,Apr,2014-04,2,2014-04-01,101.73,4
3955,CA-2014-133228,2014-04-04,2014-04-09,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Detroit,Michigan,48205,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,5.47,1,0.0,2.35,2026-05-07 14:00:30.613507,5,2014-04-04,2014,Apr,2014-04,2,2014-04-01,325.33,4
3956,CA-2014-133228,2014-04-04,2014-04-09,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Detroit,Michigan,48205,Central,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,4,0.0,23.81,2026-05-07 14:00:30.613507,5,2014-04-04,2014,Apr,2014-04,2,2014-04-01,325.33,4
8267,CA-2014-118304,2014-04-29,2014-05-04,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,19.98,2,0.0,5.19,2026-05-07 14:00:30.613507,5,2014-04-29,2014,Apr,2014-04,2,2014-04-01,29.92,4
3836,CA-2014-100363,2014-04-08,2014-04-15,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Glendale,Arizona,85301,West,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,2.37,2,0.2,0.83,2026-05-07 14:00:30.613507,7,2014-04-08,2014,Apr,2014-04,2,2014-04-01,21.380000000000003,4
3837,CA-2014-100363,2014-04-08,2014-04-15,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Glendale,Arizona,85301,West,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,19.01,3,0.2,6.89,2026-05-07 14:00:30.613507,7,2014-04-08,2014,Apr,2014-04,2,2014-04-01,21.380000000000003,4
8358,CA-2014-110555,2014-04-11,2014-04-18,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,59405,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,87.08,7,0.0,24.38,2026-05-07 14:00:30.613507,7,2014-04-11,2014,Apr,2014-04,2,2014-04-01,192.66,4
8359,CA-2014-110555,2014-04-11,2014-04-18,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,59405,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.58,2,0.2,9.24,2026-05-07 14:00:30.613507,7,2014-04-11,2014,Apr,2014-04,2,2014-04-01,192.66,4
9075,CA-2014-136336,2014-04-21,2014-04-26,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",828.84,6,0.0,0.0,2026-05-07 14:00:30.613507,5,2014-04-21,2014,Apr,2014-04,2,2014-04-01,871.98,4
1749,US-2014-157406,2014-04-25,2014-04-29,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,10.37,2,0.2,3.63,2026-05-07 14:00:30.613507,4,2014-04-25,2014,Apr,2014-04,2,2014-04-01,988.7200000000001,4
1750,US-2014-157406,2014-04-25,2014-04-29,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095,Central,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,6.24,3,0.2,0.55,2026-05-07 14:00:30.613507,4,2014-04-25,2014,Apr,2014-04,2,2014-04-01,988.7200000000001,4
5077,CA-2014-134572,2014-04-20,2014-04-22,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",44.84,5,0.2,5.61,2026-05-07 14:00:30.613507,2,2014-04-20,2014,Apr,2014-04,2,2014-04-01,988.7200000000001,4
6569,CA-2014-100678,2014-04-18,2014-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,2.69,2,0.2,1.01,2026-05-07 14:00:30.613507,4,2014-04-18,2014,Apr,2014-04,2,2014-04-01,988.7200000000001,4
6570,CA-2014-100678,2014-04-18,2014-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.06,3,0.3,-18.12,2026-05-07 14:00:30.613507,4,2014-04-18,2014,Apr,2014-04,2,2014-04-01,988.7200000000001,4
6571,CA-2014-100678,2014-04-18,2014-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.35,3,0.2,50.41,2026-05-07 14:00:30.613507,4,2014-04-18,2014,Apr,2014-04,2,2014-04-01,988.7200000000001,4
6572,CA-2014-100678,2014-04-18,2014-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.98,3,0.2,28.5,2026-05-07 14:00:30.613507,4,2014-04-18,2014,Apr,2014-04,2,2014-04-01,988.7200000000001,4
8827,US-2014-157847,2014-04-02,2014-04-06,Second Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,26.72,5,0.2,9.35,2026-05-07 14:00:30.613507,4,2014-04-02,2014,Apr,2014-04,2,2014-04-01,988.7200000000001,4
8828,US-2014-157847,2014-04-02,2014-04-06,Second Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,33.49,7,0.2,10.47,2026-05-07 14:00:30.613507,4,2014-04-02,2014,Apr,2014-04,2,2014-04-01,988.7200000000001,4
5005,CA-2014-156006,2014-04-30,2014-05-02,Second Class,TM-21010,Tamara Manning,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,47.79,3,0.0,16.25,2026-05-07 14:00:30.613507,2,2014-04-30,2014,Apr,2014-04,2,2014-04-01,151.29000000000002,4
8921,CA-2014-132983,2014-04-28,2014-05-03,Standard Class,DS-13180,David Smith,Corporate,United States,Jamestown,New York,14701,East,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,159.98,2,0.0,57.59,2026-05-07 14:00:30.613507,5,2014-04-28,2014,Apr,2014-04,2,2014-04-01,159.98,4
5121,CA-2014-149538,2014-04-04,2014-04-08,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,232.55,5,0.0,9.3,2026-05-07 14:00:30.613507,4,2014-04-04,2014,Apr,2014-04,2,2014-04-01,370.87,4
5122,CA-2014-149538,2014-04-04,2014-04-08,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,99.98,2,0.0,42.99,2026-05-07 14:00:30.613507,4,2014-04-04,2014,Apr,2014-04,2,2014-04-01,370.87,4
5123,CA-2014-149538,2014-04-04,2014-04-08,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44,3,0.0,9.33,2026-05-07 14:00:30.613507,4,2014-04-04,2014,Apr,2014-04,2,2014-04-01,370.87,4
5124,CA-2014-149538,2014-04-04,2014-04-08,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,12.96,2,0.0,6.35,2026-05-07 14:00:30.613507,4,2014-04-04,2014,Apr,2014-04,2,2014-04-01,370.87,4
2891,CA-2014-142727,2014-04-29,2014-05-01,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.96,2,0.0,12.99,2026-05-07 14:00:30.613507,2,2014-04-29,2014,Apr,2014-04,2,2014-04-01,69.9,4
2892,CA-2014-142727,2014-04-29,2014-05-01,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94,3,0.0,8.61,2026-05-07 14:00:30.613507,2,2014-04-29,2014,Apr,2014-04,2,2014-04-01,69.9,4
869,CA-2014-136742,2014-04-06,2014-04-10,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,6,0.7,-35.93,2026-05-07 14:00:30.613507,4,2014-04-06,2014,Apr,2014-04,2,2014-04-01,44.91,4
4578,US-2014-121734,2014-04-11,2014-04-16,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Lewiston,Idaho,83501,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.58,1,0.2,3.35,2026-05-07 14:00:30.613507,5,2014-04-11,2014,Apr,2014-04,2,2014-04-01,9.58,4
9850,CA-2014-142979,2014-04-12,2014-04-18,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Lodi,California,95240,West,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2,0.0,16.27,2026-05-07 14:00:30.613507,6,2014-04-12,2014,Apr,2014-04,2,2014-04-01,39.68,4
1173,CA-2014-158064,2014-04-21,2014-04-25,Standard Class,AA-10375,Allen Armold,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.58,2026-05-07 14:00:30.613507,4,2014-04-21,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
2615,CA-2014-147298,2014-04-26,2014-05-03,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.03,2026-05-07 14:00:30.613507,7,2014-04-26,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
2616,CA-2014-147298,2014-04-26,2014-05-03,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.29,6,0.2,5.72,2026-05-07 14:00:30.613507,7,2014-04-26,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
3534,CA-2014-110849,2014-04-18,2014-04-23,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,13.12,4,0.0,3.8,2026-05-07 14:00:30.613507,5,2014-04-18,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
3535,CA-2014-110849,2014-04-18,2014-04-23,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",10.75,5,0.0,3.55,2026-05-07 14:00:30.613507,5,2014-04-18,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
3536,CA-2014-110849,2014-04-18,2014-04-23,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",11.62,2,0.0,3.6,2026-05-07 14:00:30.613507,5,2014-04-18,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
4845,US-2014-128685,2014-04-04,2014-04-05,First Class,MZ-17515,Mary Zewe,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.18,2,0.2,2.25,2026-05-07 14:00:30.613507,1,2014-04-04,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
6016,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0.0,15.63,2026-05-07 14:00:30.613507,6,2014-04-06,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
6017,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0.0,12.91,2026-05-07 14:00:30.613507,6,2014-04-06,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
6018,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,19.44,3,0.0,9.33,2026-05-07 14:00:30.613507,6,2014-04-06,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
6019,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48,1,0.0,26.63,2026-05-07 14:00:30.613507,6,2014-04-06,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
6850,CA-2014-101462,2014-04-20,2014-04-25,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",59.92,4,0.0,27.56,2026-05-07 14:00:30.613507,5,2014-04-20,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
7197,CA-2014-116785,2014-04-26,2014-04-30,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4,5,0.0,6.21,2026-05-07 14:00:30.613507,4,2014-04-26,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
7198,CA-2014-116785,2014-04-26,2014-04-30,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,OFF-LA-10000305,Office Supplies,Labels,Avery 495,12.6,2,0.0,5.8,2026-05-07 14:00:30.613507,4,2014-04-26,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
7657,US-2014-120740,2014-04-15,2014-04-15,Same Day,PS-18970,Paul Stevenson,Home Office,United States,Los Angeles,California,90049,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,0.0,31.02,2026-05-07 14:00:30.613507,0,2014-04-15,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
8839,CA-2014-153808,2014-04-06,2014-04-10,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3,0.0,18.45,2026-05-07 14:00:30.613507,4,2014-04-06,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
8840,CA-2014-153808,2014-04-06,2014-04-10,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",65.57,2,0.2,23.77,2026-05-07 14:00:30.613507,4,2014-04-06,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
9884,CA-2014-112291,2014-04-03,2014-04-08,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Los Angeles,California,90008,West,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,11.16,2,0.0,5.58,2026-05-07 14:00:30.613507,5,2014-04-03,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
9885,CA-2014-112291,2014-04-03,2014-04-08,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Los Angeles,California,90008,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3,0.0,22.43,2026-05-07 14:00:30.613507,5,2014-04-03,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
9886,CA-2014-112291,2014-04-03,2014-04-08,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Los Angeles,California,90008,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,159.98,2,0.0,57.59,2026-05-07 14:00:30.613507,5,2014-04-03,2014,Apr,2014-04,2,2014-04-01,1820.7099999999998,4
8636,CA-2014-160094,2014-04-30,2014-05-02,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Louisville,Kentucky,40214,South,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95,5,0.0,45.49,2026-05-07 14:00:30.613507,2,2014-04-30,2014,Apr,2014-04,2,2014-04-01,174.95,4
6253,CA-2014-165806,2014-04-07,2014-04-07,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.32,9,0.0,27.99,2026-05-07 14:00:30.613507,0,2014-04-07,2014,Apr,2014-04,2,2014-04-01,259.29,4
6254,CA-2014-165806,2014-04-07,2014-04-07,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,200.97,3,0.0,50.24,2026-05-07 14:00:30.613507,0,2014-04-07,2014,Apr,2014-04,2,2014-04-01,259.29,4
